VideoID,Valence,Veracity,Sex,Race,VidLength_ms,VidLength_sec,WordCount,Accuracy,TruthProp,Attractive,Trustworthy,Anxious,Transcription
BM003_2NL,0,0,1,0,34666,34.67,124,0.55,0.45,3.7,4.1,2.65,"We met in kindergarten and he pretended to be my friend ‘til, he just used to tattle on me all the time. We grew up together, we lived really close to each other. He went to my high school, middle school, and elementary and we just never got along. Funny thing was we played all the same sports. I played soccer, he played soccer, he never passed me the ball. I played lacrosse, he played lacrosse, as well. Though he was on defense and I was on offense, at practice he would always hit me and I don’t know what it was, he just never seemed to get along with me. I tried to be his friend and he just never really wanted me."
BM003_3NT,0,1,1,0,34466,34.47,149,0.7,0.7,3.25,4.25,2.5,"I never really knew him in middle school because we grew up in the same school district, but didn’t really go to the same middle school, but in high school when I got to meet the kid, he was just such a phony. Everything that came out of his mouth seemed to be a lie. Kids always used to tell me he wanted to be someone who he wasn’t and I kinda gave the kid the benefit of the doubt and tried to be his friend when I first met him, but I just couldn’t do it. He met me in band and I thought that he’d be cool because we were both in the band and we both played sports, but he just wasn’t the kind of kid that I would like. He, I don’t know, he was just really annoying and I didn’t really like the kid."
BM003_4PL,1,0,1,0,34732,34.73,117,0.24,0.76,3.57,4.81,2.38,"We lived in the same school district, but I didn’t know him until high school because he went to a different middle school because he lived on a different part of town. But we were both in the band, we both played sports; he played soccer, I played soccer. And every year our band goes on tour and he was just one of my best friends. Though I played a string instrument and he played the trumpet, we saw each other practically every day. We were really close, we ate lunch together, we were in a lot of the same classes. So it was fun just to hang around with Sean, go to dances together, school events."
BM004_1PT,1,1,1,0,39399,39.4,117,0.9,0.9,3.6,5.1,2.25,"We, we were both initiated in the same semester. She’s a great person, a great individual. She always just seems to kinda just be that fun, outgoing person that really kinda brings a smile to your face even when you don’t really want to smile. Um, she’s a hard worker, she’s an intelligent person, a really intelligent, like, smarter than me. Um, and she really just is on her grind, she focuses on her schoolwork, her academics and gets things done. And she still has some time, as well, to kind of enjoy college and enjoy the college lifestyle and the partying and such like that. So she really balances everything and that’s something I truly admire."
BM004_2NL,0,0,1,0,35799,35.8,138,0.16,0.84,3.47,4.53,2.79,"Honestly, I really dislike this person. I, she, she’s needy all the time, she always, you know hits me up when she wants something. She only talks to me when she wants something and she only talks to me when she wants a favor, something I don’t appreciate. She thinks she’s better than everybody else, uh, just because she may look somewhat attractive she think that allows her to just look better than everyone else and treat other people like crap. So, and a lot of people don’t actually like her. She, she kind of holds that superiority complex, “I’m better than you, so this is why you should listen to me.” And I don’t really like that. We’re all equal, we’re all equal playing field, and she just doesn’t understand that. She just a very rude individual."
BM004_3NT,0,1,1,0,37332,37.33,125,0.57,0.57,3.24,4,3.1,"Real pompous individual. Uh, he thinks he knows everything because he has a little bit more experience, but he really doesn’t. He doesn't know how to talk to people. Every time I make a decision, make a thought or a statement he always tries to contradict me, tell me why I’s wrong, tell me why I’m stupid. I don’t like him as an individual, I think he’s an arrogant, pompous prick and I really don’t understand the leadership position that he has because it seems like he doesn’t want to do anything about it. But, at the end of the day, he’s just an arrogant person, I don’t like him. I really wish I didn’t have to work with him as much as I do."
BM004_4PL,1,0,1,0,34066,34.07,128,0.1,0.9,3.43,5.05,2.19,"To be a mentor, someone who can help guide me, um, in times of stress, in times of struggles, and, and really help me grow as an individual, as a person, as a member of the fraternity. Um, you know, he, he’s kinda a tough love type person, where, you know, it, it, it’s evident that he cares, but, you know, sometimes, he has, you know, a little weird way of showing it. But, I truly appreciate the man, um, working as hard as he does to really kinda help mold me to being a better person, and a better individual. He’s very straight forward. He’s, he’s very dedicated to his job and dedicated to his work and it shines and shows through everything that this man does."
BM005_1PT,1,1,1,0,36066,36.07,122,0.95,0.95,3.58,5.53,2.53,"We have been friends for quite a few years, ever since fifth grade I would say. Uh. We were in band. Uh. We both played trombone, so, you know, that’s something we had in common. Uh. We play, we played a lot of video games together. We were kinda family friends, or like uh, I go over to his house a lot. And like, you know, I know the family. Uh, I met, I know his brothers personally, uh, Jeremey and Brandon and uh, I was uh, er uh, his, uh, uh, his cousin’s uh, summer camp counselor this summer so, you know, I kinda know a lot bout the family. So. It’s pretty cool just ta know each other and stuff."
BM005_2NL,0,0,1,0,36999,37,145,0.32,0.68,3.73,4.36,2.5,"Uh, he’s, he’s one of those guys you know, that like, you know, he’s always trying to like start fights but like he’s, he’s not really like built for it like he just, like, he always tries to get up in your face like sayin’ all these insults. He’s always trying to start the fight but you know you could easily beat him in a fight. So, it’s like, why’s he even bother? Man, it’s a wonder this guy doesn’t have any friends. I mean like, jeez, you know what, he’s always talking about how good he is at music. And it’s like, he’s not good. He was last chair in band. Like, how could you be good if you were last chair? That doesn’t even make any sense. I mean, if you’re going to lie, at least, you know, have something good about it."
BM005_3NT,0,1,1,0,34732,34.73,137,0.8,0.8,3.85,5.1,2.25,"Uh, he was one of those guys that like, you know, you he always walked around thinking that he was like the greatest kind of guy. Like he always had that like strut with his shoulders. And it’s like, what are you doing dude? He’d always think like, you know, he was the greatest like, and I just hate people who are like that. Like he, and you know also he doesn’t have any sense of personal space. Like he talked to you like he was like a right here. Like this is his face. And like, dude, at least like a foot away from me. Like I need my personal space. And like it’s just astounding like what this guy would do to go to lengths just like to make people uncomfortable. Like it was crazy."
BM005_4PL,1,0,1,0,34832,34.83,146,0.1,0.9,4.1,5.1,2.15,"He’s a pretty good guy. He um, he was really humble. He, he would accomplish a lot but you know you never really brag about it. He’d always help people after they uh, like, you know, he’d always help people if they were trying to the same thing as him. Like, uh, if he was in drama like he’d always help people with, with acting techniques and stuff. That was really cool. Um. I always heard a lot of good things about him. He was always, you know, he was always really nice to people. Like he respected everyone. That was the real key thing that I think a lot of people appreciated him for. Like he’d always treat people with respect. Even if they disagreed with him, you know, he’d always be there like all right, you know, I understand your opinion but here’s mine."
BM006_1PT,1,1,1,0,35866,35.87,74,0.33,0.33,3.95,3.48,2.48,"He’s a senior right now. And he’s an engineer. Mm, I like him a lot because we’re in this together and we’re not really like being selfish. We like to help others at all times, regollyment. So, we always do our best to help people. Reach out. Make sure people are feeling better. Do something to make their day and do good deeds throughout the days and throughout the nights, you know. Very nice."
BM006_2NL,0,0,1,0,30466,30.47,98,0.3,0.7,3.89,4.3,2.55,"He, he may, he may have some problems. He isn’t as smooth as a lot of people. He complains about a lot of stuff. And I feel like he’s just keeping to himself and just take care of it. I’m all about action and not about complaints. And when you complain you’re taking away the time that you need to take action. And I feel like he’s too late. He doesn’t move fast enough. While he’s spendin’ time complainin’, he’s not making time to take care of those new problems and complaints. Action is key. Words are talk"
BM006_3NT,0,1,1,0,31066,31.07,92,0.48,0.48,4.13,4.04,3.26,"Well I like him but some of the things that he does kind of isn’t cool. Like he thinks everyone is against him, and he thinks that just because someone looks at him a certain way, he should going to say something to him or confront him and he doesn’t like meeting new people because he thinks everybody’s talking about him and he hates meeting new people. And I love meeting new people. It’s fun. I don’t understand why people having grudges, why people just feel like they should hate the world."
BM006_4PL,1,0,1,0,30066,30.07,110,0.6,0.4,3.75,3.5,3.5,"Real cool guy. He kind of has a sense of not caring for anything. And he seems like he has a problem with a lot of people. Which I do too. Makes sense. A lot of people like to stare. A lot of people that like, they are just, they’re always judging and they just have some problem’s going on with their head. A lot of people have ego problems though. Miami’s full of egos. So I understand where he wants to be silent and kind of be isolated. Most of the time I’m always the one over doing homework and I feel like I can do without people, bro."
BM007_1PT,1,1,1,0,28199,28.2,81,0.71,0.71,3.67,3.57,3.24,"Uh we’ve known each other for a few years now. I met him right before my little brother was born. And many, sss, many of the traits we are opposites. Completely opposite in fact. But more, more traits than that we’re the same. Um. We train together, as combat sports. We play basketball and other extracurricular activities. But, um, he’s my best friend, uh, brother, as a matter of fact we call each other brousins and we have a special handshake."
BM007_2NL,0,0,1,0,31732,31.73,115,0.38,0.62,4.19,3.71,3.1,"Uh, he’s pretty much everything I despise in a man. The biggest thing being a coward. I personally train to be fighting another person in the ring and, or square, circle. And I introduced him to my gym. I gave him a job. I let him sleep at my house. And he did nothing but act in a disloyal manner. And, pissed me off for the most part. For the most part also I did, uh, pretty much ring his neck. But you know, he is who he is and having accepted some part but still, there’s still the part where you still wanna knock him around little bit and try’n teach him a lesson."
BM007_3NT,0,1,1,0,35832,35.83,106,0.4,0.4,3.95,3.7,4,"He is a coward. And a true person betrays me. I had a girlfriend about two years and at the, about the end of the relationship he actually was the cause of it. Started talking to him without my noticing and the only reason he came clean because somebody warned him that if I found out it wouldn’t bad. Uh, it would be bad for him. Um. He’s a coward. I took him to my gym. He often slacked off and just all around kind of undermined everything that I stood for as a person. Although not to my face and not inadvertently he did it."
BM007_4PL,1,0,1,0,33999,34,110,0.27,0.73,4.91,4.55,2.5,"Uh he’s a really goofy guy. I’ve known him since the freshman year of high school. And he’s pretty much just been a class clown ever since. He’s always cracking jokes. Um. And another thing is he actually is as interested in combat as I am. And so that’s, that’s really a good thing. As a matter of fact, I can’t say I have a lot of friends and for him to be my friend…. You kind of have to have a certain quality for me to consider you a friend. And that quality is to be able to be brave and me to believe that you have my back."
BM008_1PT,1,1,1,0,36199,36.2,136,0.77,0.77,3.86,4.73,2.14,"Well we've known each other since high school. Um, I think ever since then we've been like brothers. Closer than best friends I think. Um, it's one of those people that when you meet, it's just, um, like consumes the room. Everyone wants to talk to him, wants to, everyone wants to be around him. But um, it's nice that you have a close, you know, brotherly relationship with someone like that. He's the guy that, whenever I'm going through something, I can talk to him. He's there for me. If I, you know, meet, meet a new girl or if I, if I, you know, mess up on a test. Whatever it is, that's the kind, he's the kind of person where I'll call, that's the first person I'll call, and he's there for me."
BM008_2NL,0,0,1,0,37332,37.33,116,0.38,0.62,2.95,4.33,2.62,"To be completely honest the guy is just rude. Like, at this point in our lives, I would think someone, you know, you would be mature, and you know, you would be able to coexist with other people, but it's like, to talk to him for fifteen minutes is draining, like, I hate to do it. And, I don't know, I hate when someone is pompous, like, we're all equal. There's no reason for you to feel like you're above everyone else. We're all in the same place. We're all striving for the same goals, and what I don't understand is when someone just thinks they're so much better than everyone else. I don't get it."
BM008_3NT,0,1,1,0,34799,34.8,107,0.9,0.9,3.29,4.62,2.05,"What I don't like is when people let power go to their head, and this kid, that's exactly what he does, like. I can understand when someone is, earns something and they're over you and they've done something, um, to show that they, they deserve to be, you know, in a position of leadership or distinguish themselves, that is great. But i hate when someone throws it over like everyone else and they make everyone else feel small. Like, when you get into those kinds of positions you should be able to make everyone else feel better about themselves, and this guy just does not do that."
BM008_4PL,1,0,1,0,30999,31,140,0.11,0.89,3.37,5.37,1.84,"Usually when you go to work you have friends that are like, you know, work friends and you leave, and then that's it. But, um, sometimes you have like a good friend where even after you get home from work you still talk to that, to them. And this guy is that for me. Like, he's just really awesome. He's funny, he's down to earth, you know. And he's, the great thing is, like, he's in a position of leadership at work, but he doesn't throw it over anyone’s head. Like he makes you feel like, you know, you're there for a reason and you're important just as much as he is. And it's really cool cause, we don't have to talk about work though, when we leave. We go home, and we go hang out, or something like that."
BM009_1PT,1,1,1,0,37832,37.83,57,0.58,0.58,3.32,3.79,2.58,"She's my girlfriend. We've been together a year and a month. Uh, I met her, her freshman year. I'm a year older than her. Um, we like to go to the movies. Um, just anything, trying to get out. Um, earlier this year we went to California for one of my cousin’s weddings. It was pretty fun."
BM009_2NL,0,0,1,0,32999,33,62,0.18,0.82,3.64,4.55,2.32,"My ex-girlfriend, um, she's, she's pretty mean, um. In the beginning the relationship started off well and then it started going downhill. Um, one time in our relationship that stood out to me was, um, was she was supposed to go to California for my cousin's wedding. Um, we, we bought the flight tickets and everything and she just didn't show up."
BM009_3NT,0,1,1,0,30999,31,89,0.57,0.57,2.62,3.48,3.33,"Um, I did not like my high school guidance councilor. Um, when i think go high school guidance councilors, I think they're supposed to help you and give you the best advice, and um, write good recommendations for you, the best way that they can. But um, my guidance councilor didn't do that. Um, I thought he was doing well but one day I opened up, um, the recommendation that he was sending out to all my teachers, and he was basically saying that I was an average student."
BM009_4PL,1,0,1,0,36866,36.87,84,0.24,0.76,3.14,4.24,2.14,"I like my guidance councilor from high school. Um, I think he did a really good job, of um, supporting me, and choosing my college, and um, writing really good recommendation letters. Um, I would say in high school, I wasn't the best student. I didn't put my all into my schoolwork. But, but his recommendation letter, um, was very positive and he explained that I was a hard worker, and um, I, I would definitely say that I owe a lot to him."
BM010_1PT,1,1,1,0,35866,35.87,153,0.83,0.83,4.04,4.61,2.87,"So I'm basically wit my best friend. We met in the my high school year of um high school, my freshman year of high school. She was just somebody who I could always talk to. She, I never really had a like a attraction for her in the intimate type of way. We just were always we were real good friends, and she just always gave me a female point of view on a lot of different things that I needed help with. And um, she was just always very helpful. She always provided uh a female standpoint on a lot of different issues that I was going through in high school and just even now, I call her now I just talk to her when I don't have anything to talk to. She's just always been that person who I'm always able to talk to and just get that other perspective on."
BM010_2NL,0,0,1,0,38299,38.3,120,0.47,0.53,4.05,3.95,2.47,"I could not stand her. She was just the most arrogant, conceded, stuck up person I ever met in my life. I could not ever talk to her about anything. It was every time I would talk to her she would talk about what her family did, or who her brother was, or what her cousins were doing, or it was just annoying. She was the, everybody hated her. I pooled a prank on her one time. Like I hated her. She just always was just about her her her. She never cared about anybody else. All her friends were the same way, very stuck up. It was just very like uhhh I just I just could not stand her."
BM010_3NT,0,1,1,0,33599,33.6,122,0.64,0.64,4.23,4.41,2.77,"Um this person was very very hard to get along with. They just always were talking down to anybody else. An just somebody who I really couldn’t relate to. Um they always were just talking down they were very very negative. Somebody who you could never, was never in a good mood. Always came down and tried to bring everybody down with them. And that was just something that was very just I just did not like. I don’t like nobody else bringing me a bad vibe or somebody else’s mood just basically wearing off on mine. So it was just hard to get along with. An they were just negative to everybody around them, so I just didn’t like that person."
BM010_4PL,1,0,1,0,36199,36.2,152,0.19,0.81,3.81,4.52,2.33,"We were the best friends growing up in high school. Are parents knew each other. We played basketball growing up. It was just, he was just like the little brother that I never had. We were like the same age I was a couple months older than him so I always called him my little brother, but he hated it but. We were just the perfect people to be around. We played basketball together. We ran track together. We did a lot of different things. And he, we went to high school together and he’s always just been my best friend and I don I don’t know anybody else other than him. He’s the closest thing I have to blood. And uhm he was just always so good at he good to get along with and just the good person that I knew. And I’ve loved him ever since because of that."
BM012_1PT,1,1,1,0,33933,33.93,111,0.85,0.85,4.5,4.9,2.3,"Um the characteristics I like about him is he’s very trustworthy, dependent, responsible, um, he’s always there for me, gives me good advice, uh we met at a young age playing basketball, and we grew up together, we went to high school together, we played on various high school teams, middle school teams, area teams together, but when we got to college we parted ways but we remained close, um he’s like one of my best friends, uh he gives me advice about school, about girls. He listens to me when I’m complaining about school, even when he doesn’t sometimes know what I’m talking about but he just hears me out"
BM012_2NL,0,0,1,0,31999,32,142,0.05,0.95,4.36,4.73,2.45,"Um the reason I disliked him is he’s very dishonest, he’s not responsible, uh he critiques a lot, tries to belittle people, um definitely make you feel, or he tries to make you feel like you’re not as good as him and um an example I would use would definitely be when we were younger I remember uh we were in middle late middle early high school and I introduced him to a girl I was dating and he was like when I introduced him he was like yeah she’s a great girl I think you guys would be great for each other stuff like that and then kinda found out when I like left like the next day he tried to talk to her, he told her like how beautiful he thought she was and how she deserved better than me"
BM012_3NT,0,1,1,0,36199,36.2,119,0.89,0.89,4.68,4.68,2.16,"The reason I dislike him is he’s very sneaky, he’s very dishonest, uh he’s not responsible, he has never had to have any type of responsibilities, so he’s kind of like sheltered and everything so he’s really selfish. The reason I dislike him is because growing up we were inseparable, um we were like best friends, we were always together, we played basketball together, we went to high school together, we went to college went our separate ways and I actually had a girlfriend who stayed behind and come to find out he ended up like che- dating her and pursuing her and everything and was like you know still calling me, texting me, like we were best friends"
BM012_4PL,1,0,1,0,33599,33.6,135,0.18,0.82,4.64,4.91,2.45,"My good friend at home, um we grew up as best friends, we were inseparable, we were always together, we played basketball together, we uh we went to high school together, we played basketball together, we played on travel teams together, we when we went to college we went separate ways um he plays for division one university elsewhere, I play club basketball here, so like even until today we we text we talk on the phone all the time like we compare stats we joke around with ___ stats, who’s doing better, who’s doing worse, um when we go home we hang out, uh we we party together, like he’s always had my back I’ve always had his back, if he needs anything or if I need anything we’re always hear for each other"
BM013_1PT,1,1,1,0,35466,35.47,102,0.86,0.86,4.59,5.14,1.77,"I really appreciate um and admire here um she’s actually a female, I met her freshman year, and we kind of shared something in common, um we both switched out of music um into psychology um and you know that’s something that’s really, it was kind of hard for both of us but I really like her because she’s a very positive person, um very friendly, very personable, um and those are just things that I you know really respect in people and you always try to keep people around you that are really positive in terms of characterstics that you admire"
BM013_2NL,0,0,1,0,34399,34.4,89,0.4,0.6,3.7,4.1,3.15,"She um is a friend of mine actually who I met um freshman year, um overall like she’s a friend but there are certain things about her that can be a bit off, um she can be really negative at times, um and just not be a really positive person, um she doesn’t really manage her time very well, she’s kind of distant or withdrawn from people, um and you know she is like I said she is a friend but sometimes she just kind of shows those characteristics"
BM013_3NT,0,1,1,0,35999,36,96,0.78,0.78,3.65,4.57,2.48,"He’s actually one of my co-workers, um and I actually work quite closely with him, um he I dunno at times he’s just very hard to work with, um we haven’t really gotten that close, um we don’t really talk about our personal lives, but it is just strictly based off of work, he has a poor work ethic, um he um, is not really well at communicating doesn’t do a good job at communicating, things that need to be communicated he doesn’t doesn’t put uh equal effort into things and it can get really frustrating"
BM013_4PL,1,0,1,0,35466,35.47,104,0.11,0.89,3.68,4.68,1.79,"Actually a co-worker of mine, um at the job we don’t really hang out outside of work, um outside of the job he, um I really don’t know much about what you know what he does, but when we’re both at work, you know very respectable person, um very personable, um and along with that he has a good work ethic, um you know he always is on time and is willing to take extra shifts um which is something that comes very rarely um and it’s something that I have a lot of respect for so um I definitely enjoy working with him"
BM014_1PT,1,1,1,0,29332,29.33,71,0.55,0.55,4.05,4.18,3.05,"My next-door neighbor, we met at Heights Educator, um it’s a daycare center, and he was completely full of joy I remember, telling jokes and everything and he was just a great person to be around, um we kind of grew apart later on, but we’re still close as ever, like anytime we see each other we just say hey what’s up and it’s like we’re starting right back over again"
BM014_2NL,0,0,1,0,35066,35.07,63,0.45,0.55,3.86,3.95,4.05,"Someone I don’t like um, I’d have to say my next-door neighbor, like we met at Heights Educator, but which is like daycare center, he was like a complete jerk, he would just push out chairs and like make everyone fall and just laugh in everyone’s faces, he was a complete bully, terrorized everyone, and he didn’t even change when he got older"
BM014_3NT,0,1,1,0,35066,35.07,75,0.55,0.55,3.5,4.25,2.8,"This guy from preschool threw a brick at my head like in the middle of class for no reason whatsoever, I was just like why are you such a jerk, like why would you do that and he was just like uh, whatever, walked away, I was like how can you, how can you just have like no, no feeling towards it and be like oh well I threw a block at that guy, whatever"
BM014_4PL,1,0,1,0,31999,32,68,0.68,0.32,3.23,3.64,3.73,"A good friend of mine that I met in preschool like we would hang out with him all the time like it was just fantastic, like one time he, he and his dad built this potato gun and uh we went out and his backyard and we shot it off into the air into like trees and stuff. One time he actually hit a bird, it was crazy"
BM015_1PT,1,1,1,0,32199,32.2,107,0.71,0.71,4.14,4.67,3.05,"We can go back to when we were in high school together, um, we met in a class and prior to the class we had no prior meeting of each other and ever since that everything clicked. Um, now we hang out almost everyday. Things we like to do are watch movies, watch sports, go ride bikes together, um, grab lunch, grab dinner, and can’t forget about breakfast. Um, we, uh, go to the same college which is great so I , I see this person everyday. Each others’ families are next to each other and we’re cooler. It’s a great person to have in my life."
BM015_2NL,0,0,1,0,37499,37.5,120,0.5,0.5,4.14,4.27,3.55,"Uh, it all started at one of my parties in high school. Um, I had family, all my close friends and I invited this person and as soon as this person got there they began to eat all the food, was rude to my family and just an annoying presence in my eyes. And now every time I hear about this person or think of him I just get so disgusted and mad. And I, I, uh, recently got text message from this person saying “what’s up” but I can’t talk to this person anymore because it, this person has became so annoying and it irked me the most when this person was rude to my family and I’m done."
BM015_3NT,0,1,1,0,36366,36.37,114,0.45,0.45,4.64,4.41,2.77,"There’s this one person that I do not like. And the worst part is that this person goes to the same school I do. Every time I walk passed this person going to class or getting some food, I just can’t help it but ignore this person. The reasons why I don’t like this person is because this person started rumors about me, talk talks negative about me, and I feel like this person does not like me so I do not like this person also. Um, maybe one day this person and I could be friends but its highly unlikely unless this person apologizes or makes up for what this person has done."
BM015_4PL,1,0,1,0,39599,39.6,85,0.75,0.25,3.7,3.15,4.15,"There’s this one person that I really enjoy being around and one of the main reasons is because this person brought a friend to visit this past weekend and I really clicked with that person’s friend. Now, me and me and them always hang out, do homework together, and even go to the rec together. Um, what I liked about this person is this person is very friendly, energetic, and fun to be around. Also this person loves to have a good time, like myself."
BM016_1PT,1,1,1,0,36699,36.7,76,0.79,0.79,5.26,4.42,1.89,"Um, my brother is strong, uh, he’s athletic, um, he’s diligent, um, he’s academically sound, and he cares about the people around him. Um, my brother shares the same, uh, the shame, the same, um, interests as I do. Um, he cares about his fitness, he cares about his appearance, he cares about his family, he cares about his grades, and, um, he cares about the people around him. Um, my brother… just a cool guy."
BM016_2NL,0,0,1,0,36866,36.87,92,0.5,0.5,4.55,4.05,3.18,"I totally dislike my brother. Uh, to start off with, he doesn’t care about his academics, um, he doesn’t care about his physical fitness, he doesn’t care about the feelings of others, he doesn’t care about how he portrays his family in public, he doesn’t care about his overall appearance and how people perceive him. My brother is someone to whom you can’t trust, you can’t depend on and quite frankly…I don’t know, I just, I’d almost wish I had a different brother but, um, that’s the one I was dealt with."
BM016_3NT,0,1,1,0,38399,38.4,86,0.59,0.59,5.36,4.68,2.14,"I dislike my roommate. Um, where do I begin? He doesn’t have a life, um, he never leaves the room, um, he’s always studying, always studying. Um, he gets straight A’s when I just get A’s and B’s but, um, so that’s very annoying. Um, my roommate has no game whatsoever when it comes to girls. Yet he can say that he wants to get girls and stuff but, uh, no game whatsoever. Um, and he’s got no social life. But at least he gets A’s."
BM016_4PL,1,0,1,0,37799,37.8,108,0.41,0.59,5.09,4.64,2.41,"He sticks to himself, um, he never bothers me. Um, he’s pretty diligent at his work and he always, he can always answer a question if I have any questions to ask him. Um, he’s in the same field of, um, studies that I am, Zoology, so he’s very helpful in that regard because he always gets A’s, he’s very diligent in his studies and I’ve found it to be very helpful, um, whenever I have any questions. Um, he’s very funny, he’s humorous, and he can always, uh, count on him for a good laugh. So for that, for that reason, I appreciate him as a roommate."
BM017_1PT,1,1,1,0,35799,35.8,100,0.67,0.67,3.95,4.29,2.57,"Someone I like would be my roommate, we first met my freshman year when I was at Ditmer parking lot when the busses stopped running, he pulled up and offered me a ride back to my dorm.  Thank god he did because I lived literally a mile away from the parking lot uh and ever since then we hit it off pretty well.  We hang out quite often go uptown uh gave me a lot of interesting connections that I still use to this day.  And we still hang out fairly often, great guy. Someone you can count on definitely. "
BM017_2NL,0,0,1,0,36366,36.37,94,0.68,0.32,4.63,3.68,2.74,"My old roommate was a pretty bad person in general overall he was always a liar, always very sneaky and conniving.  I remember one time where I confronted him about me missing fifty dollars from my room, he said he’d never even saw it, never seen it before, never even heard about it.  Turns out he actually did steal it, turns up that I found it later in his room lying on his desk.  Um but overall he was pretty pretty bad as far as being honest and having a high level of integrity.  "
BM017_3NT,0,1,1,0,34966,34.97,96,0.27,0.27,4.05,3.64,3.95,"Yeah so the one guy I don’t really like here is the guy who always lies, constantly to the point to where we had to confronted him. When we did confront him he brought a bunch of other guys with him with weapons I guess in with hopes to I don’t know, cause harm to me and my friends.  So that guy overall was very dishonest very very trigger happy and I guess was deep down inside, you know insecure and really wanted to try to hurt me for his own issues he has with himself.  "
BM017_4PL,1,0,1,0,37666,37.67,118,0.41,0.59,4.36,4.45,3.18,"This guy I know is a really great guy, really dependable, whatever you need he’s got it for you.  For example I was driving up to Chicago one day and I blew a flat tire uh and uh I called him first because I knew he’d be able to come help me out so as soon as I called he said hey no problem and he drove all the way up there to the to uh the middle of Ohio and helped me out with no problem didn’t even ask for any money at all really nice guy so um whatever um like I said if I need him or anything like that he’s always there for me.  "
BM018_1PT,1,1,1,0,36778,36.78,123,0.71,0.71,4.48,4.62,2.48,"Thinking about a person that I like um there’s a young lady here, younger than me who I met my sophomore year of college at a party um she intrigued me by her looks at first um but I soon got to know her and she reminds me of myself um coming from different values and things that I really admire.  She shares the same things as me um by speaking and getting to know her better she is very involved in high school and wanting to get involved in college and that was the same way I felt and now that I feel like we know each other more we’re both helping each other along our way to do the same thing.   "
BM018_2NL,0,0,1,0,38314,38.31,105,0.19,0.81,3.67,4.81,2.1,"A person that I don’t really like, this this girl  because she’s really seclusive really doesn’t really tries to talk much she always she doesn’t express her feelings well when there’s a problem or anything, it’s always me guessing  what’s wrong with her.  And then it’s either I got to talk to her or to get something out of her a lot or if I don’t talk to her at all she just feels some type of way to talk about, there’s no in between or middle ground. And that just really like bothers me like she’s very selfish like and I don’t understand why.  "
BM018_3NT,0,1,1,0,35029,35.03,108,0.63,0.63,3.95,4.28,2.63,"A person that I really just don’t like, just really inconsiderate and just always wants something for themselves and never really looks out to understand how others feel.  Always has to be the highlight of the party always has be the one who gets all the attention.  This person always wana have it his way doesn’t really care how others is tryna do things and that that just really does not sit with me at all they’re very selfish and unreliable.  And a bully always tryna enforce their agendas and ideas on other people and make it um like a law or something. Never he really just inconsiderate. "
BM018_4PL,1,0,1,0,38186,38.19,68,0.55,0.45,3.86,3.73,3.32,"This person always strong and impactful person always has just great insights and always is the first to come up with an idea. Always is very courageous, outgoing, outspoken is never scared to really um express their ideas to others without the fear of ridicule or anything and just does an amazing job of um influencing other people to follow the lead of what their trying to do. "
BM020_1PT,1,1,1,0,39167,39.17,78,0.53,0.53,2.89,3.84,3.58,Um my friend and I went to high school together we started band freshman year of high school un he started on trumpet I started on baritone but uh as we got closer during the school year he decided to switch over to baritone and along with me so we could hang out more and just like get to know each other a little better.  Once we um started practicing more we became section leaders of our section.  
BM020_2NL,0,0,1,0,28671,28.67,102,0.71,0.29,3.38,3.33,4.71,"This guy I know he used to bully me when I was in high school he was in my section I had just joined I was a freshman and he was a senior he just really did not like me at all he thought I was a bad player, he thought that everything I did was wrong like any time I was in an activity with him he just really disliked anything I did.  Whenever we were in class together he would just talk about me to the other section members like that I didn’t practice or that I wasn’t good enough.  "
BM020_3NT,0,1,1,0,38271,38.27,99,0.24,0.24,3.19,3.43,3.86,"This person every time I talk to them they get on my nerves all they do is wanna talk about themselves. They every time I have an idea about something it’s always shot down because it’s not what they think is right or what is cool at the time um they never take anyone else’s ideas into account at all which really gets on my nerves. I can never talk to this person, like have a real conversation because they don’t think what I’m saying is true or means anything so this person and I do not get along.  "
BM020_4PL,1,0,1,0,37844,37.84,117,0.26,0.74,3.58,4.26,3.11,Whenever I want a good pick me up this person’s always there for me. They know that whenever I need help they can they’ll be there for me  um anytime I have a assignment due or I need help studying they’re there for me whenever whatever time of night I can call them up and they’ll be able to talk they won’t mind that I woke them up maybe three o clock in the morning or anything they’ve helped me through some loss in my life of family members. They’ve always been there to comfort me to tell me everything’s gonna be alright. It’s really helped me get through a lot of tough times in my life.  
BM021_1PT,1,1,1,0,42709,42.71,103,0.74,0.74,4.42,4.37,2.79,"I met her at McDonald’s. Um, one thing we like to do together was work together over at that McDonald’s. We also both really like to go the movies and see movies, we rented a lot of movies, watched a lot of movies. Um, what else did we do? We went shopping a lot. Had lots of fun doing that. She really helped me, uh, pick out some nice clothes once in a while. We also went to prom one time, that was pretty fun. And from time to time we still FaceTime. Big FaceTimers because we don’t go to the same school."
BM021_2NL,0,0,1,0,32895,32.9,105,0.47,0.53,4.05,3.84,3.11,"Yeah, she’s, like really annoying, like always texts me and always calling me and that gets old real quick. She also is, like, very pushy. Like, always wants me to do stuff that I really do not want to do. And I tell her this, but she don’t really believe me. Um, she can be kind of a bully sometimes, too, if things don’t go her way. Even violent at times. Uh, she’s punched me before. I didn’t really appreciate that. Um, she’s kicked me before as well. So, I don’t really like her violent side as much, really not at all to be honest."
